Sequence id 	Synonyms	Description 	EC number 	WT expr 1	WT expr 2	CLA50 expr 1	CLA50 expr 2	Fold change	q-value	"significant +, q <0.0005"
SCLAV5604 		Hypothetical protein		52	52	43	47	0.871	7.63E-03	no
SCLAV5605 		Hypothetical protein		52	47	47	39	0.857	2.21E-02	no
SCLAV5606 		Cell surface protein 		36	44	35	41	0.95	1.09E-01	no
SCLAV5608 		O-demethylpuromycin-O-methyltransferase 		75	78	93	94	1.227	1.28E-03	no
SCLAV5609 		Putative dihydroxyacetone kinase subunit 2 		22	24	10	13	0.497	2.19E-03	no
SCLAV5610 		Putative dihydroxyacetone kinase subunit 1 		67	68	67	67	0.996	1.09E-01	no
SCLAV5611 		Putative oxidoreductase 		56	57	36	46	0.733	3.66E-03	no
SCLAV5612 		Putative FAD-dependent oxidoreductase 		82	82	56	52	0.657	4.90E-04	no
SCLAV5613 		putative FAD-dependent oxidoreductase 		21	16	17	11	0.744	3.21E-02	no
SCLAV5614 		Hybrid NRPS / PKS		66	78	42	47	0.615	1.19E-03	no
SCLAV5615 		TRAP dicarboxylate transporter 		50	57	30	28	0.533	8.76E-04	no
SCLAV5616 		ATP/GTP-binding protein 		38	43	23	26	0.605	1.28E-03	no
SCLAV5617 		Putative dehydrogenase 		32	32	16	22	0.592	2.63E-03	no
SCLAV5618 		Putative secreted protein 		59	61	43	48	0.766	1.63E-03	no
SCLAV5620 	pkn26	serine/threonine protein kinase 	2.7.11.1	50	46	34	37	0.732	2.63E-03	no
SCLAV5621 		integral membrane sensor protein 		64	73	79	64	1.038	1.84E-01	no
SCLAV5622 		chaperone 		53	50	49	53	0.993	1.56E-01	no
SCLAV5623 		"transcriptional regulator, SARP family"		373	371	482	505	1.327	4.90E-04	yes
SCLAV5624 		Phosphoribosyltransferase 		133	130	93	97	0.72	4.90E-04	no
SCLAV5625 		"Transcriptional regulator, MarR family "		56	71	63	74	1.08	1.88E-01	no
SCLAV5627 		Putative calcium binding protein 		77	80	114	120	1.487	4.90E-04	yes
SCLAV5628 		DUF574 domain containing protein		55	50	61	61	1.166	1.09E-01	no
SCLAV5629 		Putative phosphotransferase 		118	106	121	120	1.077	1.88E-01	no
SCLAV5630 		Hypothetical protein		196	216	85	82	0.407	4.90E-04	no
SCLAV5631 		Putative tetR-family transcriptional regulator 		67	75	53	55	0.766	2.19E-03	no
SCLAV5632 		Putative acetyltransferase 		85	102	95	102	1.055	1.88E-01	no
SCLAV5633 		Antibiotic biosynthesis monooxygenase 		79	82	64	73	0.853	5.85E-03	no
SCLAV5635 		Putative dehydrogenase 	1.1.1.85	60	68	59	56	0.906	2.21E-02	no
SCLAV5636 		Putative cytochrome P450 		105	110	74	82	0.726	7.86E-04	no
SCLAV5637 		LmbU and cloE-like protein 		124	159	147	149	1.044	1.84E-01	no
SCLAV5638 		Putative non-ribosomal peptide synthetase 		117	123	71	89	0.668	9.98E-04	no
SCLAV5640 		Rieske (2Fe-2S) domain-containing protein 		101	102	71	69	0.689	4.90E-04	no
SCLAV5641 		Cytochrome P450 		110	113	64	66	0.58	4.90E-04	no
SCLAV5644 		Glycosyl transferase 		95	101	86	90	0.903	5.85E-03	no
SCLAV5645 		UDP-glucose/GDP-mannose family dehydrogenase (Putative secreted protein) 	1.1.1.132	139	142	119	120	0.847	5.79E-04	no
SCLAV5646 		Putative glycosyl transferase 		97	99	48	56	0.533	4.90E-04	no
SCLAV5647 		Putative membrane protein 		87	109	100	88	0.957	1.09E-01	no
SCLAV5648 		Putative membrane protein 		74	80	52	42	0.609	8.76E-04	no
SCLAV5649 		Asparagine synthetase 	6.3.5.4	86	102	73	76	0.794	4.42E-03	no
SCLAV5650 		Bi-domain oxidoreductase 		155	163	124	153	0.874	1.53E-02	no
SCLAV5651 		Heparinase II/III family protein 		72	75	70	76	0.996	1.56E-01	no
SCLAV5652 		Putative membrane protein 		71	72	64	66	0.908	5.85E-03	no
SCLAV5653 		transferase 		57	62	55	56	0.923	3.21E-02	no
SCLAV5654 		Putative methyltransferase 		93	104	97	98	0.989	1.56E-01	no
SCLAV5655 		Transferase 	2.7.7.33	75	78	63	68	0.856	3.66E-03	no
SCLAV5656 		GlcNAc-PI de-N-acetylase family protein 		62	68	54	61	0.888	2.21E-02	no
SCLAV5657 		Putative epimerase/dehydratase 		83	89	59	84	0.833	2.21E-02	no
SCLAV5658 		Protein containing aminopeptidase domain 		47	49	40	35	0.79	3.66E-03	no
SCLAV5659 		integral membrane protein 		66	69	73	76	1.106	1.56E-01	no
SCLAV5660 		glycosyl transferase 		53	59	47	36	0.742	5.85E-03	no
SCLAV5661 		Putative membrane protein 		46	30	30	38	0.905	6.92E-02	no
SCLAV5662 		epimerase 	5.1.3.13	65	69	44	48	0.684	8.76E-04	no
SCLAV5663 		"Glutamate-1-semialdehyde 2,1-aminomutase "	5.4.3.8	40	45	38	40	0.922	4.50E-02	no
SCLAV5664 		integral membrane protein 		129	125	161	162	1.268	4.90E-04	yes
SCLAV5665 		PA14 domain protein 		58	54	52	52	0.928	3.21E-02	no
SCLAV5666 		Hypothetical protein		41	38	33	36	0.884	2.21E-02	no
SCLAV5667 		Amidohydrolase:Amidohydrolase-like 		44	48	40	34	0.809	7.63E-03	no
SCLAV5668 		Cystathionine gamma-synthase 		39	48	38	36	0.847	2.21E-02	no
SCLAV5669 		"Transcriptional regulator, AsnC family "		39	33	26	24	0.688	4.42E-03	no
SCLAV5670 	ptlI	Pentalenene C13 hydroxylase (cytochrome P450)		40	44	27	32	0.703	3.16E-03	no
SCLAV5671 		Terpene synthase metal-binding protein 		43	45	27	26	0.607	6.56E-04	no
SCLAV5672 		Prenyltransferase and squalene oxidase repeat protein 		39	44	30	31	0.739	3.16E-03	no
SCLAV5674 		Geranylgeranyl diphosphate synthase 		43	48	30	29	0.652	1.19E-03	no
SCLAV5677 	aldH	Probable aldehyde dehydrogenase 	1.2.1.3	253	247	1071	1007	4.152	4.90E-04	yes
SCLAV5678 		Putative GMC-family oxidoreductase 		52	41	42	40	0.886	3.21E-02	no
SCLAV5679 		Putative amino acid permease 		58	65	46	50	0.783	3.66E-03	no
SCLAV5680 		putative glycine betaine aldehyde dehydrogenase 		124	126	77	83	0.639	4.90E-04	no
SCLAV5681 		Putative transcriptional regulator 		54	55	61	60	1.109	1.09E-01	no
SCLAV5682 		Amidase 		45	47	44	53	1.056	1.84E-01	no
SCLAV5683 		Hypothetical protein		83	92	63	59	0.7	9.98E-04	no
SCLAV5684 		Putative SNF2/RAD54 family helicase 		73	66	79	76	1.115	1.81E-01	no
SCLAV5686 		Putative acetyltransferase 		107	109	80	67	0.679	8.76E-04	no
SCLAV5687 		roadblock/LC7 family protein		302	311	136	133	0.439	4.90E-04	no
SCLAV5688 		Hypothetical protein		149	156	107	99	0.677	4.90E-04	no
SCLAV5689 		2-amino-3-ketobutyrate coenzyme A ligase 	2.3.1.29	82	83	107	106	1.294	4.90E-04	yes
SCLAV5690 	tdh	L-threonine 3-dehydrogenase 	1.1.1.103	109	117	143	159	1.331	3.16E-03	no
SCLAV5692 		LysR-family transcriptional regulator 		36	49	44	45	1.054	1.84E-01	no
SCLAV5693 		Putative regulator 		37	36	55	63	1.602	3.16E-03	no
SCLAV5694 		Activator of Hsp90 ATPase 1-like protein 		59	69	106	105	1.658	4.90E-04	yes
SCLAV5695 		Putative permease of the major facilitator superfamily 		58	57	78	54	1.142	1.90E-01	no
SCLAV5697 		Putative membrane protein 		78	65	116	125	1.671	8.76E-04	no
SCLAV5698 		Hypothetical protein		67	72	110	100	1.508	9.98E-04	no
SCLAV5699 		Hypothetical protein		256	256	297	310	1.185	5.79E-04	no
SCLAV5700 		Putative integral membrane efflux protein 		34	38	44	52	1.342	1.09E-01	no
SCLAV5701 		Putative ferric iron reductase 		49	45	71	69	1.493	8.76E-04	no
SCLAV5702 		Putative siderophore synthetase component 		46	31	48	51	1.285	1.84E-01	no
SCLAV5703 		Putative siderophore synthetase component 		27	33	39	44	1.385	6.92E-02	no
SCLAV5704 		Putative siderophore synthetase component 		24	29	38	38	1.433	2.21E-02	no
SCLAV5705 		Putative diaminopimelate decarboxylase 	4.1.1.20	15	23	27	36	1.674	1.56E-01	no
SCLAV5708 		Hypothetical protein		537	539	1113	1032	1.994	4.90E-04	yes
SCLAV5709 		RimK domain protein ATP-grasp 		115	129	320	336	2.69	4.90E-04	yes
SCLAV5710 		Putative secreted protein 		75	85	149	132	1.754	7.86E-04	no
SCLAV5712 		putative carbon starvation protein 		21	19	63	62	3.078	4.90E-04	yes
SCLAV5713 	rarE	Putative cytochrome P450 		11	12	23	22	1.91	3.66E-03	no
SCLAV5714 		Cysteine desulfurase 		17	22	23	19	1.061	1.84E-01	no
SCLAV5715 		Putative hydrolase 		10	14	12	8	0.811	6.92E-02	no
SCLAV5716 		Hypothetical protein		16	22	19	20	1.026	1.81E-01	no
SCLAV5717 		Putative cation efflux system protein 		14	17	18	19	1.181	1.90E-01	no
SCLAV5718 		Similar to predicted RhtB family transporters 		14	14	22	29	1.828	6.92E-02	no
SCLAVp0003 		Putative antibiotic resistance protein 		16	14	17	16	1.089	1.84E-01	no
SCLAVp0004 		Putative hydrolase 		432	421	482	478	1.125	4.90E-04	yes
SCLAVp0006 		ThiJ/PfpI domain protein 		20	21	27	29	1.374	4.50E-02	no
SCLAVp0008 		Putative dehydrogenase 		32	39	53	51	1.463	1.04E-02	no
SCLAVp0010 		40-residue YVTN family beta-propeller repeat protein 		18	19	28	28	1.524	5.85E-03	no
SCLAVp0011 		Hypothetical protein		50	57	85	102	1.75	2.63E-03	no
SCLAVp0013 	thiL	thiamine biosynthesis protein ThiI 		35	38	51	61	1.533	1.04E-02	no
SCLAVp0014 	thiL	Thiazole biosynthesis/tRNA modification protein ThiI 		58	55	58	65	1.086	1.90E-01	no
SCLAVp0015 		methylcitrate synthase 	2.3.3.1	43	53	67	67	1.406	1.04E-02	no
SCLAVp0016 	prpB	methylisocitrate lyase 	4.1.3.30	50	55	66	66	1.274	1.04E-02	no
SCLAVp0017 		2-methylcitrate dehydratase 	4.2.1.79	75	82	63	78	0.897	3.21E-02	no
SCLAVp0018 		XRE family transcriptional regulator 		96	88	76	77	0.835	2.63E-03	no
SCLAVp0019 	paaR	AraC family regulatory protein 		73	67	97	102	1.411	8.76E-04	no
SCLAVp0022 		Cyclic nucleotide-binding protein 		87	88	92	106	1.125	1.84E-01	no
SCLAVp0023 		"Cysteine desulfurase, SufS subfamily "	2.8.1.7 4.4.1.16	51	54	61	65	1.206	4.50E-02	no
SCLAVp0024 		Methyltransferase type 11 		77	73	83	83	1.103	1.09E-01	no
SCLAVp0026 		"Acetyltransferase, ribosomal protein N-acetylase "		226	213	260	280	1.232	2.19E-03	no
SCLAVp0027 		Hypothetical protein		70	63	77	65	1.064	1.88E-01	no
SCLAVp0030 		subtilisin-like protease 		68	73	89	79	1.193	1.09E-01	no
SCLAVp0031 		Serine-type D-Ala-D-Ala carboxypeptidase 		61	71	67	71	1.039	1.84E-01	no
SCLAVp0032 		Predicted RND superfamily drug exporter 		118	116	135	116	1.074	1.90E-01	no
SCLAVp0033 		two-component system sensor kinase 		94	97	107	115	1.156	2.21E-02	no
SCLAVp0034 		"two component transcriptional regulator, LuxR family protein "		6	2	8	4	1.515	1.84E-01	no
SCLAVp0035 		Amidase family protein 		55	47	40	49	0.867	3.21E-02	no
SCLAVp0039 		GTP_EFTU_D3 domain containing protein		115	122	122	118	1.013	1.84E-01	no
SCLAVp0040 		Hypothetical protein		76	56	58	58	0.881	4.50E-02	no
SCLAVp0041 		transcription regulator ArsR 		79	79	75	73	0.937	1.04E-02	no
SCLAVp0044 		DUF1214 domain containing protein		35	36	44	37	1.131	1.90E-01	no
SCLAVp0046 		methyltransferase small 		44	43	35	38	0.843	5.85E-03	no
SCLAVp0048 		Phosphatidylinositol-specific phospholipase C X region 	4.6.1.13	37	36	15	18	0.455	6.56E-04	no
SCLAVp0051 		PE-PGRS family protein		27	30	23	27	0.881	3.21E-02	no
SCLAVp0054 		Tcp10_C multi-domain protein		59	51	49	53	0.928	4.50E-02	no
SCLAVp0058 		Putative membrane protein 		47	51	41	36	0.779	4.42E-03	no
SCLAVp0059 		Putative integral membrane protein 		118	131	93	104	0.791	2.63E-03	no
SCLAVp0060 		Putative integral membrane protein 		77	75	44	48	0.61	4.90E-04	no
SCLAVp0061 		putative FtsK/SpoIIIE family protein 		83	75	57	50	0.674	1.03E-03	no
SCLAVp0062 		putative secreted subtilisin-like serine protease 		68	76	55	60	0.795	3.66E-03	no
SCLAVp0063 		Putative sporulation protein K-like protein 		106	113	96	99	0.888	4.42E-03	no
SCLAVp0064 		coagulation factor 5/8 type domain-containing protein 		67	73	65	63	0.914	2.21E-02	no
SCLAVp0065 		Hypothetical protein		73	89	51	50	0.622	1.28E-03	no
SCLAVp0066 		Hypothetical protein		81	86	75	89	0.983	1.09E-01	no
SCLAVp0067 		Cytochrome P450		96	125	115	112	1.028	1.81E-01	no
SCLAVp0068 		Terpene synthase 		109	113	96	108	0.921	2.21E-02	no
SCLAVp0070 		Cytochrome P450		95	118	93	97	0.896	3.21E-02	no
SCLAVp0071 		Putative methyltransferase 		79	65	80	70	1.04	1.84E-01	no
SCLAVp0072 		prenyltransferase/squalene oxidase 		107	110	186	189	1.736	4.90E-04	yes
SCLAVp0074 		putative NTP pyrophosphohydrolase 		231	206	526	489	2.32	4.90E-04	yes
SCLAVp0075 		cytochrome P450 		58	61	64	75	1.172	1.84E-01	no
SCLAVp0076 		Hypothetical protein		96	95	81	80	0.844	7.86E-04	no
SCLAVp0077 		Hypothetical protein		59	60	50	53	0.863	4.42E-03	no
SCLAVp0078 		Putative ISL3 family ISFsp1-like transposase 		36	41	32	30	0.807	7.63E-03	no
SCLAVp0079 		Cytochrome P450 		81	77	58	54	0.71	7.86E-04	no
SCLAVp0081 		Exo_endo_phos domain containing protein		65	74	52	44	0.692	2.19E-03	no
SCLAVp0082 		Hypothetical protein		76	78	51	57	0.697	8.76E-04	no
SCLAVp0083 		Alpha/beta hydrolase fold 		77	70	41	40	0.555	4.90E-04	no
SCLAVp0084 		"Transcriptional regulator, SARP family "		80	97	50	59	0.614	1.28E-03	no
SCLAVp0085 		Putative beta-lactamase 		61	76	37	37	0.543	1.03E-03	no
SCLAVp0087 		Putative aminoglycoside phosphotransferase 		152	157	77	84	0.521	4.90E-04	no
SCLAVp0088 		Hypothetical protein		54	47	27	24	0.504	8.76E-04	no
SCLAVp0089 		Hypothetical protein		113	116	46	54	0.439	4.90E-04	no
SCLAVp0090 		WD40-like Beta Propeller 		69	71	35	36	0.511	4.90E-04	no
SCLAVp0092 		Hypothetical protein		72	75	30	29	0.406	4.90E-04	no
SCLAVp0093 		Hypothetical protein		60	66	24	27	0.408	4.90E-04	no
SCLAVp0095 		"Transcriptional regulator, TetR family "		134	137	40	43	0.307	4.90E-04	no
SCLAVp0096 		glyoxalase/bleomycin resistance protein/dioxygenase 		154	155	56	59	0.371	4.90E-04	no
SCLAVp0102 		Acetyltransferase 		110	108	102	107	0.959	3.21E-02	no
SCLAVp0104 		NACHT domain containing protein		200	211	159	155	0.762	4.90E-04	no
SCLAVp0105 		Hypothetical protein		98	98	87	85	0.877	1.19E-03	no
SCLAVp0106 		Ion transport 2 domain protein 		176	174	131	142	0.781	5.79E-04	no
SCLAVp0108 		hydrolase 		103	105	79	75	0.741	4.90E-04	no
SCLAVp0109 		Putative glycosyltransferase 		56	50	33	40	0.685	2.63E-03	no
SCLAVp0110 		Fatty acid desaturase 		82	86	67	63	0.773	9.98E-04	no
SCLAVp0111 		Putative Zeta toxin 		102	118	65	87	0.689	3.16E-03	no
SCLAVp0114 		Hypothetical protein		79	85	59	74	0.812	7.63E-03	no
SCLAVp0116 		Hypothetical protein		159	169	175	170	1.053	1.88E-01	no
SCLAVp0117 		Carbonic anhydrase 	4.2.1.1	92	94	132	142	1.472	4.90E-04	yes
SCLAVp0118 		Putative protease 		63	63	41	41	0.656	4.90E-04	no
SCLAVp0119 		D-stereospecific peptide hydrolase precursor 		103	113	64	65	0.601	4.90E-04	no
SCLAVp0120 		Hypothetical protein		72	75	45	44	0.603	4.90E-04	no
SCLAVp0122 	"tagC, dinC"	teichoic acid biosynthesis protein C 		108	113	135	109	1.109	1.90E-01	no
SCLAVp0124 		Hypothetical protein		53	57	31	33	0.588	6.56E-04	no
SCLAVp0126 		"Transcriptional regulator, tetR family "		88	84	71	75	0.851	2.63E-03	no
SCLAVp0127 		major facilitator superfamily MFS_1 		127	125	69	82	0.6	4.90E-04	no
SCLAVp0128 		Hypothetical protein		86	89	66	78	0.83	4.42E-03	no
SCLAVp0129 		Methyltransferase		97	105	193	218	2.043	4.90E-04	yes
SCLAVp0130 		Hypothetical protein		79	80	51	43	0.597	4.90E-04	no
SCLAVp0131 		Hypothetical protein		61	71	34	28	0.472	7.86E-04	no
SCLAVp0133 		"Transcriptional regulator, TetR family "		97	108	45	48	0.452	4.90E-04	no
SCLAVp0134 		NADP oxidoreductase coenzyme F420-dependent 		109	109	40	44	0.387	4.90E-04	no
SCLAVp0135 		GPP34 domain containing protein		550	582	332	366	0.617	4.90E-04	no
SCLAVp0137 		Methyltransferase 		5	2	7	3	1.337	1.84E-01	no
SCLAVp0140 		Glycosyltransferase-like protein 		83	97	73	75	0.822	5.85E-03	no
SCLAVp0145 		Integrase family protein 		36	37	17	13	0.41	6.56E-04	no
SCLAVp0146 		Hypothetical protein		38	34	18	18	0.497	8.76E-04	no
SCLAVp0147 		Lipoxygenase  		87	75	33	26	0.361	4.90E-04	no
SCLAVp0148 		Hypothetical protein		31	32	8	7	0.236	4.90E-04	no
SCLAVp0150 		Hypothetical protein		39	44	19	19	0.453	7.86E-04	no
SCLAVp0151 		Putative transcriptional activator srcap-like protein 		40	42	26	24	0.61	8.76E-04	no
SCLAVp0152 	comEC	Competence protein ComEC 		48	43	44	48	1.021	1.81E-01	no
SCLAVp0153 		ISXo7 transposase 		82	90	32	35	0.391	4.90E-04	no
SCLAVp0155 		DNA-binding protein 		108	107	109	113	1.032	1.90E-01	no
SCLAVp0156 		Hypothetical protein		56	56	30	27	0.504	4.90E-04	no
SCLAVp0157 		lipoprotein 		36	42	34	31	0.836	1.53E-02	no
SCLAVp0158 		Hypothetical protein		115	119	65	66	0.561	4.90E-04	no
SCLAVp0159 		Putative ISL3 family ISFsp1-like transposase 		56	61	37	39	0.657	8.76E-04	no
SCLAVp0162 		Regulatory protein afsR 		129	133	73	89	0.62	5.79E-04	no
SCLAVp0166 		AraC family regulatory protein 		97	95	57	64	0.626	4.90E-04	no
SCLAVp0167 		Putative IS3 family ISVisp1-like transposase 		100	105	48	43	0.449	4.90E-04	no
SCLAVp0169 		Putative IS630 family IS885-like transposase 		72	69	31	27	0.413	4.90E-04	no
SCLAVp0170 		Putative IS630 family ISBs2-like transposase 		75	84	33	39	0.451	4.90E-04	no
SCLAVp0171 		Putative beta-lactamase 		82	81	37	43	0.493	4.90E-04	no
SCLAVp0172 		Hypothetical protein		57	66	27	32	0.477	7.86E-04	no
SCLAVp0173 		Hypothetical protein		103	99	74	74	0.729	4.90E-04	no
SCLAVp0181 		Hypothetical protein		161	160	46	54	0.31	4.90E-04	no
SCLAVp0182 		Hypothetical protein		184	189	90	89	0.48	4.90E-04	no
SCLAVp0184 	spoT	Guanosine polyphosphate synthetase/pyrophosphohydrolase 	3.1.7.2	101	111	89	86	0.824	2.63E-03	no
SCLAVp0185 		homologous to Nasonia venom protein R 		120	121	57	52	0.452	4.90E-04	no
SCLAVp0187 		Hypothetical protein		55	66	26	34	0.497	1.03E-03	no
SCLAVp0188 		NUDIX hydrolase 		341	375	213	196	0.571	4.90E-04	no
SCLAVp0192 		Hypothetical protein		66	64	155	158	2.401	4.90E-04	yes
SCLAVp0193 		DNA-binding protein 		119	122	102	101	0.839	7.86E-04	no
SCLAVp0194 		Hypothetical protein		81	81	48	42	0.556	4.90E-04	no
SCLAVp0199 		Endonuclease/exonuclease/phosphatase 		68	72	45	59	0.74	4.42E-03	no
SCLAVp0203 		Regulatory protein 		122	133	98	99	0.772	8.76E-04	no
SCLAVp0204 		Hypothetical protein		77	84	79	77	0.968	6.92E-02	no
SCLAVp0211 		"Integrase, catalytic region "		48	60	22	29	0.475	1.19E-03	no
SCLAVp0212 		Hypothetical protein		113	115	49	52	0.442	4.90E-04	no
SCLAVp0213 		Hypothetical protein		40	44	28	31	0.712	2.63E-03	no
SCLAVp0216 		Hypothetical protein		93	98	55	56	0.583	4.90E-04	no
SCLAVp0217 		Putative DeoR-family transcriptional regulator 		58	54	22	27	0.439	4.90E-04	no
SCLAVp0218 		Putative epoxide hydrolase 		129	134	40	44	0.324	4.90E-04	no
SCLAVp0220 		ISXo7 transposase 		68	73	30	26	0.395	4.90E-04	no
SCLAVp0222 		Hypothetical protein		57	65	30	32	0.507	6.56E-04	no
SCLAVp0223 		Hypothetical protein		92	95	35	39	0.397	4.90E-04	no
SCLAVp0225 		Hypothetical protein		274	268	145	146	0.537	4.90E-04	no
SCLAVp0229 		Hypothetical protein		48	58	31	33	0.601	1.63E-03	no
SCLAVp0232 		Hypothetical protein		133	133	57	51	0.406	4.90E-04	no
SCLAVp0233 		regulatory protein 		64	68	31	33	0.481	4.90E-04	no
SCLAVp0234 		Hypothetical protein		76	86	53	42	0.582	9.98E-04	no
SCLAVp0235 		Hypothetical protein		114	127	97	91	0.778	1.63E-03	no
SCLAVp0237 		Hypothetical protein		109	117	36	32	0.301	4.90E-04	no
SCLAVp0238 	yesJ	acetyltransferase		64	65	24	24	0.376	4.90E-04	no
SCLAVp0239 	traR	Transcriptional regulator TraR		72	67	33	25	0.417	4.90E-04	no
SCLAVp0242 		Hypothetical protein		55	62	25	23	0.409	4.90E-04	no
SCLAVp0243 	wblE	WhiB-family transcriptional regulator 		148	158	90	91	0.592	4.90E-04	no
SCLAVp0244 		Hypothetical protein		27	28	16	16	0.567	9.98E-04	no
SCLAVp0245 	spd1	spd1-like putative membrane protein 		100	104	35	42	0.376	4.90E-04	no
SCLAVp0250 		Hypothetical protein		129	133	64	74	0.526	4.90E-04	no
SCLAVp0251 		Hypothetical protein		50	53	36	36	0.706	8.76E-04	no
SCLAVp0253 		Putative ATP/GTP-binding Gly/Ala-rich protein 		78	84	50	50	0.614	4.90E-04	no
SCLAVp0254 	traB	Putative plasmid transfer protein TraB		78	73	44	48	0.605	4.90E-04	no
SCLAVp0255 	traA	"Putative plasmid transfer protein TraA, ATG/GTP-binding "		58	53	24	29	0.487	5.79E-04	no
SCLAVp0259 		streptomycin 6-kinase-like protein		90	93	65	84	0.812	7.63E-03	no
SCLAVp0260 		Hypothetical protein		105	104	75	71	0.7	4.90E-04	no
SCLAVp0262 		Acetyltransferase 		102	98	118	112	1.151	1.53E-02	no
SCLAVp0263 		Hypothetical protein		113	113	85	86	0.754	4.90E-04	no
SCLAVp0264 		"Acetyltransferase, ribosomal protein N-acetylase "		192	204	196	208	1.017	1.84E-01	no
SCLAVp0266 		secreted protein 		178	173	180	197	1.074	1.84E-01	no
SCLAVp0268 		Hypothetical protein		103	106	99	111	1.006	1.81E-01	no
SCLAVp0270 		Hypothetical protein		98	106	86	104	0.935	4.50E-02	no
SCLAVp0271 	rnhA	Ribonuclease H 	3.1.26.4	100	98	88	87	0.883	1.28E-03	no
SCLAVp0273 		Putative O-methyltransferase 		111	112	111	119	1.031	1.88E-01	no
SCLAVp0274 		Radical SAM domain protein 		120	122	136	138	1.133	1.63E-03	no
SCLAVp0276 		Hypothetical protein		109	106	98	99	0.916	3.66E-03	no
SCLAVp0278 		Hypothetical protein		102	110	102	110	1	1.56E-01	no
SCLAVp0280 		Hypothetical protein		58	60	63	56	1.008	1.81E-01	no
SCLAVp0281 		Hypothetical protein		72	65	54	68	0.888	3.21E-02	no
SCLAVp0285 		Peptidase S1 and S6 chymotrypsin/Hap 		95	110	132	149	1.366	5.85E-03	no
SCLAVp0286 		biotin carboxylase 		37	38	32	35	0.902	2.21E-02	no
SCLAVp0287 		L-aspartate 1-decarboxylase 	4.1.1.11	117	109	89	97	0.828	2.19E-03	no
SCLAVp0288 		Ornithine carbamoyltransferase 	2.1.3.3	90	91	69	89	0.871	2.21E-02	no
SCLAVp0290 		Non-ribosomal peptide synthetase 		78	95	59	61	0.698	2.63E-03	no
SCLAVp0291 		Non-ribosomal peptide synthetase 		58	62	43	26	0.58	2.63E-03	no
SCLAVp0292 	cysK	putative cysteine synthase 	2.5.1.47	109	123	42	52	0.403	4.90E-04	no
SCLAVp0293 	arcB	Putative ornithine cyclodeaminase 	4.3.1.12	116	118	51	60	0.474	4.90E-04	no
SCLAVp0294 		Glucose-methanol-choline oxidoreductase 		116	125	46	50	0.4	4.90E-04	no
SCLAVp0295 		Proline adenylation protein 		96	111	51	59	0.528	6.56E-04	no
